Property_Index,SalePrice,Investment_Score,Risk_Score,ROI_Potential,Gross_Yield,Estimated_Rent,Recommendation,Recommendation_Reason
334,192000.0,54.2,0,0,9.6,1536.0,HOLD,Monitor for better entry point
335,228950.0,59.2,0,10,9.6,1831.6000000000001,HOLD,Monitor for better entry point
336,377426.0,66.2,0,30,9.6,3019.408,CONSIDER,Value-add opportunity with good potential
337,214000.0,66.2,0,30,9.6,1712.0,CONSIDER,Value-add opportunity with good potential
338,202500.0,64.2,0,20,9.6,1620.0,CONSIDER,Value-add opportunity with good potential
339,155000.0,68.2,0,30,9.6,1240.0,CONSIDER,Value-add opportunity with good potential
340,202900.0,66.2,0,30,9.6,1623.2,CONSIDER,Value-add opportunity with good potential
341,82000.0,57.2,0,10,9.6,656.0,HOLD,Monitor for better entry point
342,87500.0,57.2,0,10,9.6,700.0,HOLD,Monitor for better entry point
343,266000.0,66.2,0,30,9.6,2128.0,CONSIDER,Value-add opportunity with good potential
344,85000.0,40.2,40,0,9.6,680.0,AVOID,High risk or poor return potential
345,140200.0,49.2,30,10,9.6,1121.6000000000001,AVOID,High risk or poor return potential
346,151500.0,75.2,0,45,9.6,1212.0,BUY,Solid investment with good risk-adjusted returns
347,157500.0,58.2,0,10,9.6,1260.0,HOLD,Monitor for better entry point
348,154000.0,61.7,15,30,9.6,1232.0,CONSIDER,Value-add opportunity with good potential
349,437154.0,66.2,0,30,9.6,3497.232,CONSIDER,Value-add opportunity with good potential
350,318061.0,66.2,0,30,9.6,2544.488,CONSIDER,Value-add opportunity with good potential
351,190000.0,54.2,0,0,9.6,1520.0,HOLD,Monitor for better entry point
352,95000.0,59.2,0,10,9.6,760.0,HOLD,Monitor for better entry point
353,105900.0,60.2,30,30,9.600000000000001,847.2,CONSIDER,Value-add opportunity with good potential
354,140000.0,58.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
355,177500.0,54.2,0,0,9.6,1420.0,HOLD,Monitor for better entry point
356,173000.0,55.2,0,0,9.6,1384.0,HOLD,Monitor for better entry point
357,134000.0,49.7,15,0,9.6,1072.0,AVOID,High risk or poor return potential
358,130000.0,57.2,0,10,9.6,1040.0,HOLD,Monitor for better entry point
359,280000.0,60.2,0,15,9.6,2240.0,CONSIDER,Value-add opportunity with good potential
360,156000.0,61.2,0,15,9.6,1248.0,CONSIDER,Value-add opportunity with good potential
361,145000.0,58.2,0,10,9.6,1160.0,HOLD,Monitor for better entry point
362,198500.0,66.2,0,30,9.6,1588.0,CONSIDER,Value-add opportunity with good potential
363,118000.0,60.7,15,20,9.6,944.0,CONSIDER,Value-add opportunity with good potential
364,190000.0,54.2,0,0,9.6,1520.0,HOLD,Monitor for better entry point
365,147000.0,59.2,30,30,9.6,1176.0,HOLD,Monitor for better entry point
366,159000.0,58.2,0,10,9.6,1272.0,HOLD,Monitor for better entry point
367,165000.0,58.2,0,10,9.6,1320.0,HOLD,Monitor for better entry point
368,132000.0,59.2,0,10,9.6,1056.0,HOLD,Monitor for better entry point
369,162000.0,68.2,0,30,9.6,1296.0,CONSIDER,Value-add opportunity with good potential
370,172400.0,54.2,0,0,9.6,1379.2,HOLD,Monitor for better entry point
371,134432.0,57.2,0,10,9.600000000000001,1075.4560000000001,HOLD,Monitor for better entry point
372,125000.0,54.2,0,0,9.6,1000.0,HOLD,Monitor for better entry point
373,123000.0,59.2,0,10,9.6,984.0,HOLD,Monitor for better entry point
374,219500.0,66.2,0,30,9.6,1756.0,CONSIDER,Value-add opportunity with good potential
375,61000.0,37.7,55,10,9.6,488.0,AVOID,High risk or poor return potential
376,148000.0,60.2,0,15,9.6,1184.0,CONSIDER,Value-add opportunity with good potential
377,340000.0,66.2,0,30,9.6,2720.0,CONSIDER,Value-add opportunity with good potential
378,394432.0,55.7,25,30,9.6,3155.456,HOLD,Monitor for better entry point
379,179000.0,54.2,0,0,9.6,1432.0,HOLD,Monitor for better entry point
380,127000.0,50.2,30,10,9.6,1016.0,HOLD,Monitor for better entry point
381,187750.0,66.2,0,30,9.6,1502.0,CONSIDER,Value-add opportunity with good potential
382,213500.0,66.2,0,30,9.6,1708.0,CONSIDER,Value-add opportunity with good potential
383,76000.0,39.7,55,10,9.6,608.0,AVOID,High risk or poor return potential
384,240000.0,54.2,0,0,9.6,1920.0,HOLD,Monitor for better entry point
385,192000.0,61.7,15,30,9.6,1536.0,CONSIDER,Value-add opportunity with good potential
386,81000.0,39.7,55,10,9.6,648.0,AVOID,High risk or poor return potential
387,125000.0,55.2,0,0,9.6,1000.0,HOLD,Monitor for better entry point
388,191000.0,60.2,0,15,9.6,1528.0,CONSIDER,Value-add opportunity with good potential
389,426000.0,66.2,0,30,9.6,3408.0,CONSIDER,Value-add opportunity with good potential
390,119000.0,60.2,30,30,9.6,952.0,CONSIDER,Value-add opportunity with good potential
391,215000.0,72.2,0,45,9.6,1720.0,BUY,Solid investment with good risk-adjusted returns
392,106500.0,68.2,0,30,9.6,852.0,CONSIDER,Value-add opportunity with good potential
393,100000.0,58.2,0,10,9.6,800.0,HOLD,Monitor for better entry point
394,109000.0,59.2,0,10,9.6,872.0,HOLD,Monitor for better entry point
395,129000.0,59.2,0,10,9.6,1032.0,HOLD,Monitor for better entry point
396,123000.0,54.2,0,0,9.6,984.0,HOLD,Monitor for better entry point
397,169500.0,58.2,0,10,9.6,1356.0,HOLD,Monitor for better entry point
398,67000.0,38.7,55,10,9.6,536.0,AVOID,High risk or poor return potential
399,241000.0,66.2,0,30,9.6,1928.0,CONSIDER,Value-add opportunity with good potential
400,245500.0,54.2,0,0,9.6,1964.0,HOLD,Monitor for better entry point
401,164990.0,66.2,0,30,9.6,1319.92,CONSIDER,Value-add opportunity with good potential
402,108000.0,69.2,0,30,9.6,864.0,CONSIDER,Value-add opportunity with good potential
403,258000.0,54.2,0,0,9.6,2064.0,HOLD,Monitor for better entry point
404,168000.0,54.2,0,0,9.6,1344.0,HOLD,Monitor for better entry point
405,150000.0,53.2,0,0,9.6,1200.0,HOLD,Monitor for better entry point
406,115000.0,49.2,30,10,9.6,920.0,AVOID,High risk or poor return potential
407,177000.0,59.2,30,30,9.6,1416.0,HOLD,Monitor for better entry point
408,280000.0,66.2,0,30,9.6,2240.0,CONSIDER,Value-add opportunity with good potential
409,339750.0,66.2,0,30,9.6,2718.0,CONSIDER,Value-add opportunity with good potential
410,60000.0,48.7,25,10,9.6,480.0,AVOID,High risk or poor return potential
411,145000.0,58.2,0,10,9.6,1160.0,HOLD,Monitor for better entry point
412,222000.0,61.7,15,30,9.6,1776.0,CONSIDER,Value-add opportunity with good potential
413,115000.0,50.2,30,10,9.6,920.0,HOLD,Monitor for better entry point
414,228000.0,60.2,0,15,9.6,1824.0,CONSIDER,Value-add opportunity with good potential
415,181134.0,66.2,0,30,9.6,1449.0720000000001,CONSIDER,Value-add opportunity with good potential
416,149500.0,64.2,0,20,9.6,1196.0,CONSIDER,Value-add opportunity with good potential
417,239000.0,50.2,30,10,9.6,1912.0,HOLD,Monitor for better entry point
418,126000.0,59.2,0,10,9.6,1008.0,HOLD,Monitor for better entry point
419,142000.0,59.2,0,10,9.6,1136.0,HOLD,Monitor for better entry point
420,206300.0,54.2,0,0,9.600000000000001,1650.4,HOLD,Monitor for better entry point
421,215000.0,64.2,0,20,9.6,1720.0,CONSIDER,Value-add opportunity with good potential
422,113000.0,58.2,0,10,9.6,904.0,HOLD,Monitor for better entry point
423,315000.0,54.2,0,0,9.6,2520.0,HOLD,Monitor for better entry point
424,139000.0,58.2,0,10,9.6,1112.0,HOLD,Monitor for better entry point
425,135000.0,64.7,15,30,9.6,1080.0,CONSIDER,Value-add opportunity with good potential
426,275000.0,54.2,0,0,9.6,2200.0,HOLD,Monitor for better entry point
427,109008.0,59.2,0,10,9.6,872.064,HOLD,Monitor for better entry point
428,195400.0,66.2,0,30,9.6,1563.2,CONSIDER,Value-add opportunity with good potential
429,175000.0,54.2,0,0,9.6,1400.0,HOLD,Monitor for better entry point
430,85400.0,49.7,15,0,9.600000000000001,683.2,AVOID,High risk or poor return potential
431,79900.0,59.2,30,30,9.6,639.2,HOLD,Monitor for better entry point
432,122500.0,49.7,15,0,9.6,980.0,AVOID,High risk or poor return potential
433,181000.0,54.2,0,0,9.6,1448.0,HOLD,Monitor for better entry point
434,81000.0,59.7,15,20,9.6,648.0,HOLD,Monitor for better entry point
435,212000.0,61.2,0,15,9.6,1696.0,CONSIDER,Value-add opportunity with good potential
436,116000.0,55.7,45,30,9.6,928.0,HOLD,Monitor for better entry point
437,119000.0,59.2,30,30,9.6,952.0,HOLD,Monitor for better entry point
438,90350.0,45.7,45,10,9.6,722.8000000000001,AVOID,High risk or poor return potential
439,110000.0,60.2,30,30,9.6,880.0,CONSIDER,Value-add opportunity with good potential
440,555000.0,66.2,0,30,9.6,4440.0,CONSIDER,Value-add opportunity with good potential
441,118000.0,57.2,0,10,9.6,944.0,HOLD,Monitor for better entry point
442,162900.0,59.2,30,30,9.6,1303.2,HOLD,Monitor for better entry point
443,172500.0,61.7,15,30,9.6,1380.0,CONSIDER,Value-add opportunity with good potential
444,210000.0,54.2,0,0,9.6,1680.0,HOLD,Monitor for better entry point
445,127500.0,58.2,0,10,9.6,1020.0,HOLD,Monitor for better entry point
446,190000.0,59.2,0,10,9.6,1520.0,HOLD,Monitor for better entry point
447,199900.0,54.2,0,0,9.6,1599.2,HOLD,Monitor for better entry point
448,119500.0,50.2,30,10,9.6,956.0,HOLD,Monitor for better entry point
449,120000.0,68.2,0,30,9.6,960.0,CONSIDER,Value-add opportunity with good potential
450,110000.0,60.2,30,30,9.6,880.0,CONSIDER,Value-add opportunity with good potential
451,280000.0,54.2,0,0,9.6,2240.0,HOLD,Monitor for better entry point
452,204000.0,54.2,0,0,9.6,1632.0,HOLD,Monitor for better entry point
453,210000.0,66.2,0,30,9.6,1680.0,CONSIDER,Value-add opportunity with good potential
454,188000.0,54.2,0,0,9.6,1504.0,HOLD,Monitor for better entry point
455,175500.0,55.2,0,0,9.6,1404.0,HOLD,Monitor for better entry point
456,98000.0,44.7,45,10,9.6,784.0,AVOID,High risk or poor return potential
457,256000.0,65.2,0,25,9.6,2048.0,CONSIDER,Value-add opportunity with good potential
458,161000.0,59.2,30,30,9.6,1288.0,HOLD,Monitor for better entry point
459,110000.0,57.2,0,10,9.6,880.0,HOLD,Monitor for better entry point
460,263435.0,66.2,0,30,9.6,2107.48,CONSIDER,Value-add opportunity with good potential
461,155000.0,61.2,30,30,9.6,1240.0,CONSIDER,Value-add opportunity with good potential
462,62383.0,58.2,0,10,9.6,499.064,HOLD,Monitor for better entry point
463,188700.0,59.2,30,30,9.6,1509.6000000000001,HOLD,Monitor for better entry point
464,124000.0,54.2,0,0,9.6,992.0,HOLD,Monitor for better entry point
465,178740.0,61.7,15,30,9.6,1429.92,CONSIDER,Value-add opportunity with good potential
466,167000.0,54.2,0,0,9.6,1336.0,HOLD,Monitor for better entry point
467,146500.0,68.2,0,30,9.6,1172.0,CONSIDER,Value-add opportunity with good potential
468,250000.0,66.2,0,30,9.6,2000.0,CONSIDER,Value-add opportunity with good potential
469,187000.0,54.2,0,0,9.6,1496.0,HOLD,Monitor for better entry point
470,212000.0,54.2,0,0,9.6,1696.0,HOLD,Monitor for better entry point
471,190000.0,55.2,0,0,9.6,1520.0,HOLD,Monitor for better entry point
472,148000.0,61.7,15,30,9.6,1184.0,CONSIDER,Value-add opportunity with good potential
473,440000.0,66.2,0,30,9.6,3520.0,CONSIDER,Value-add opportunity with good potential
474,251000.0,54.2,0,0,9.6,2008.0,HOLD,Monitor for better entry point
475,132500.0,59.2,0,10,9.6,1060.0,HOLD,Monitor for better entry point
476,208900.0,54.2,0,0,9.6,1671.2,HOLD,Monitor for better entry point
477,380000.0,66.2,0,30,9.6,3040.0,CONSIDER,Value-add opportunity with good potential
478,297000.0,66.2,0,30,9.6,2376.0,CONSIDER,Value-add opportunity with good potential
479,89471.0,59.2,30,30,9.6,715.768,HOLD,Monitor for better entry point
480,326000.0,66.2,0,30,9.6,2608.0,CONSIDER,Value-add opportunity with good potential
481,374000.0,66.2,0,30,9.6,2992.0,CONSIDER,Value-add opportunity with good potential
482,155000.0,55.7,45,30,9.6,1240.0,HOLD,Monitor for better entry point
483,164000.0,49.7,15,0,9.6,1312.0,AVOID,High risk or poor return potential
484,132500.0,68.2,0,30,9.6,1060.0,CONSIDER,Value-add opportunity with good potential
485,147000.0,68.2,0,30,9.6,1176.0,CONSIDER,Value-add opportunity with good potential
486,156000.0,68.2,0,30,9.6,1248.0,CONSIDER,Value-add opportunity with good potential
487,175000.0,55.2,0,0,9.6,1400.0,HOLD,Monitor for better entry point
488,160000.0,48.2,30,10,9.6,1280.0,AVOID,High risk or poor return potential
489,86000.0,60.7,15,20,9.6,688.0,CONSIDER,Value-add opportunity with good potential
490,115000.0,50.7,15,0,9.6,920.0,HOLD,Monitor for better entry point
491,133000.0,68.2,0,30,9.6,1064.0,CONSIDER,Value-add opportunity with good potential
492,172785.0,66.2,0,30,9.6,1382.28,CONSIDER,Value-add opportunity with good potential
493,155000.0,59.2,0,10,9.6,1240.0,HOLD,Monitor for better entry point
494,91300.0,60.2,30,30,9.6,730.4,CONSIDER,Value-add opportunity with good potential
495,34900.0,43.2,50,10,9.6,279.2,AVOID,High risk or poor return potential
496,430000.0,54.2,0,0,9.6,3440.0,HOLD,Monitor for better entry point
497,184000.0,50.2,30,10,9.6,1472.0,HOLD,Monitor for better entry point
498,130000.0,68.2,0,30,9.6,1040.0,CONSIDER,Value-add opportunity with good potential
499,120000.0,68.2,0,30,9.6,960.0,CONSIDER,Value-add opportunity with good potential
500,113000.0,49.7,15,0,9.6,904.0,AVOID,High risk or poor return potential
501,226700.0,66.2,0,30,9.6,1813.6000000000001,CONSIDER,Value-add opportunity with good potential
502,140000.0,68.2,0,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
503,289000.0,69.2,0,30,9.6,2312.0,CONSIDER,Value-add opportunity with good potential
504,147000.0,49.7,15,0,9.6,1176.0,AVOID,High risk or poor return potential
505,124500.0,58.2,0,10,9.6,996.0,HOLD,Monitor for better entry point
506,215000.0,54.2,0,0,9.6,1720.0,HOLD,Monitor for better entry point
507,208300.0,66.2,0,30,9.600000000000001,1666.4,CONSIDER,Value-add opportunity with good potential
508,161000.0,61.2,30,30,9.6,1288.0,CONSIDER,Value-add opportunity with good potential
509,124500.0,59.2,0,10,9.6,996.0,HOLD,Monitor for better entry point
510,164900.0,68.2,0,30,9.6,1319.2,CONSIDER,Value-add opportunity with good potential
511,202665.0,66.2,0,30,9.6,1621.32,CONSIDER,Value-add opportunity with good potential
512,129900.0,58.2,0,10,9.600000000000001,1039.2,HOLD,Monitor for better entry point
513,134000.0,54.2,0,0,9.6,1072.0,HOLD,Monitor for better entry point
514,96500.0,49.2,30,10,9.6,772.0,AVOID,High risk or poor return potential
515,402861.0,66.2,0,30,9.6,3222.888,CONSIDER,Value-add opportunity with good potential
516,158000.0,55.2,0,0,9.6,1264.0,HOLD,Monitor for better entry point
517,265000.0,54.2,0,0,9.6,2120.0,HOLD,Monitor for better entry point
518,211000.0,60.2,0,15,9.6,1688.0,CONSIDER,Value-add opportunity with good potential
519,234000.0,61.2,30,30,9.6,1872.0,CONSIDER,Value-add opportunity with good potential
520,106250.0,59.2,30,30,9.6,850.0,HOLD,Monitor for better entry point
521,150000.0,59.2,0,10,9.6,1200.0,HOLD,Monitor for better entry point
522,159000.0,68.2,0,30,9.6,1272.0,CONSIDER,Value-add opportunity with good potential
523,184750.0,66.2,0,30,9.6,1478.0,CONSIDER,Value-add opportunity with good potential
524,315750.0,54.2,0,0,9.6,2526.0,HOLD,Monitor for better entry point
525,176000.0,66.2,0,30,9.6,1408.0,CONSIDER,Value-add opportunity with good potential
526,132000.0,68.2,0,30,9.6,1056.0,CONSIDER,Value-add opportunity with good potential
527,446261.0,66.2,0,30,9.600000000000001,3570.088,CONSIDER,Value-add opportunity with good potential
528,86000.0,59.2,30,30,9.6,688.0,HOLD,Monitor for better entry point
529,200624.0,54.7,25,25,9.6,1604.992,HOLD,Monitor for better entry point
530,175000.0,54.2,0,0,9.6,1400.0,HOLD,Monitor for better entry point
531,128000.0,60.2,30,30,9.6,1024.0,CONSIDER,Value-add opportunity with good potential
532,107500.0,68.2,0,30,9.6,860.0,CONSIDER,Value-add opportunity with good potential
533,39300.0,48.7,25,10,9.6,314.40000000000003,AVOID,High risk or poor return potential
534,178000.0,66.2,0,30,9.6,1424.0,CONSIDER,Value-add opportunity with good potential
535,107500.0,59.2,30,30,9.6,860.0,HOLD,Monitor for better entry point
536,188000.0,60.2,0,15,9.6,1504.0,CONSIDER,Value-add opportunity with good potential
537,111250.0,54.2,0,0,9.6,890.0,HOLD,Monitor for better entry point
538,158000.0,58.2,0,10,9.6,1264.0,HOLD,Monitor for better entry point
539,272000.0,66.2,0,30,9.6,2176.0,CONSIDER,Value-add opportunity with good potential
540,315000.0,66.2,0,30,9.6,2520.0,CONSIDER,Value-add opportunity with good potential
541,248000.0,54.2,0,0,9.6,1984.0,HOLD,Monitor for better entry point
542,213250.0,54.2,0,0,9.6,1706.0,HOLD,Monitor for better entry point
543,133000.0,49.7,15,0,9.6,1064.0,AVOID,High risk or poor return potential
544,179665.0,66.2,0,30,9.6,1437.32,CONSIDER,Value-add opportunity with good potential
545,229000.0,54.2,0,0,9.6,1832.0,HOLD,Monitor for better entry point
546,210000.0,59.2,30,30,9.6,1680.0,HOLD,Monitor for better entry point
547,129500.0,64.2,0,20,9.6,1036.0,CONSIDER,Value-add opportunity with good potential
548,125000.0,68.2,0,30,9.6,1000.0,CONSIDER,Value-add opportunity with good potential
549,263000.0,66.2,0,30,9.6,2104.0,CONSIDER,Value-add opportunity with good potential
550,140000.0,50.7,15,0,9.6,1120.0,HOLD,Monitor for better entry point
551,112500.0,59.2,0,10,9.6,900.0,HOLD,Monitor for better entry point
552,255500.0,66.2,0,30,9.6,2044.0,CONSIDER,Value-add opportunity with good potential
553,108000.0,58.2,0,10,9.6,864.0,HOLD,Monitor for better entry point
554,284000.0,66.2,0,30,9.6,2272.0,CONSIDER,Value-add opportunity with good potential
555,113000.0,50.2,30,10,9.6,904.0,HOLD,Monitor for better entry point
556,141000.0,58.2,0,10,9.6,1128.0,HOLD,Monitor for better entry point
557,108000.0,44.2,50,10,9.6,864.0,AVOID,High risk or poor return potential
558,175000.0,54.2,0,0,9.6,1400.0,HOLD,Monitor for better entry point
559,234000.0,61.7,15,30,9.6,1872.0,CONSIDER,Value-add opportunity with good potential
560,121500.0,59.2,0,10,9.6,972.0,HOLD,Monitor for better entry point
561,170000.0,54.2,0,0,9.6,1360.0,HOLD,Monitor for better entry point
562,108000.0,59.2,0,10,9.6,864.0,HOLD,Monitor for better entry point
563,185000.0,59.2,30,30,9.6,1480.0,HOLD,Monitor for better entry point
564,268000.0,60.2,0,15,9.6,2144.0,CONSIDER,Value-add opportunity with good potential
565,128000.0,48.2,30,10,9.6,1024.0,AVOID,High risk or poor return potential
566,325000.0,66.2,0,30,9.6,2600.0,CONSIDER,Value-add opportunity with good potential
567,214000.0,66.2,0,30,9.6,1712.0,CONSIDER,Value-add opportunity with good potential
568,316600.0,65.2,0,20,9.6,2532.8,CONSIDER,Value-add opportunity with good potential
569,135960.0,54.2,0,0,9.6,1087.68,HOLD,Monitor for better entry point
570,142600.0,58.2,0,10,9.6,1140.8,HOLD,Monitor for better entry point
571,120000.0,59.2,0,10,9.6,960.0,HOLD,Monitor for better entry point
572,224500.0,66.2,0,30,9.6,1796.0,CONSIDER,Value-add opportunity with good potential
573,170000.0,54.2,0,0,9.6,1360.0,HOLD,Monitor for better entry point
574,139000.0,64.2,0,20,9.6,1112.0,CONSIDER,Value-add opportunity with good potential
575,118500.0,58.2,0,10,9.6,948.0,HOLD,Monitor for better entry point
576,145000.0,59.2,30,30,9.6,1160.0,HOLD,Monitor for better entry point
577,164500.0,59.2,0,10,9.6,1316.0,HOLD,Monitor for better entry point
578,146000.0,61.7,15,30,9.6,1168.0,CONSIDER,Value-add opportunity with good potential
579,131500.0,58.2,0,10,9.6,1052.0,HOLD,Monitor for better entry point
580,181900.0,65.2,0,25,9.6,1455.2,CONSIDER,Value-add opportunity with good potential
581,253293.0,66.2,0,30,9.6,2026.344,CONSIDER,Value-add opportunity with good potential
582,118500.0,54.2,0,0,9.6,948.0,HOLD,Monitor for better entry point
583,325000.0,61.2,30,30,9.6,2600.0,CONSIDER,Value-add opportunity with good potential
584,133000.0,59.2,30,30,9.6,1064.0,HOLD,Monitor for better entry point
585,369900.0,66.2,0,30,9.6,2959.2000000000003,CONSIDER,Value-add opportunity with good potential
586,130000.0,59.2,30,30,9.6,1040.0,HOLD,Monitor for better entry point
587,137000.0,55.2,0,0,9.6,1096.0,HOLD,Monitor for better entry point
588,143000.0,69.2,0,30,9.6,1144.0,CONSIDER,Value-add opportunity with good potential
589,79500.0,50.2,30,10,9.6,636.0,HOLD,Monitor for better entry point
590,185900.0,66.2,0,30,9.6,1487.2,CONSIDER,Value-add opportunity with good potential
591,451950.0,66.2,0,30,9.6,3615.6,CONSIDER,Value-add opportunity with good potential
592,138000.0,65.2,0,20,9.6,1104.0,CONSIDER,Value-add opportunity with good potential
593,140000.0,61.7,15,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
594,110000.0,55.2,0,0,9.6,880.0,HOLD,Monitor for better entry point
595,319000.0,66.2,0,30,9.6,2552.0,CONSIDER,Value-add opportunity with good potential
596,114504.0,54.7,45,30,9.6,916.032,HOLD,Monitor for better entry point
597,194201.0,61.7,15,30,9.6,1553.608,CONSIDER,Value-add opportunity with good potential
598,217500.0,55.2,0,0,9.6,1740.0,HOLD,Monitor for better entry point
599,151000.0,50.7,15,0,9.6,1208.0,HOLD,Monitor for better entry point
600,275000.0,66.2,0,30,9.6,2200.0,CONSIDER,Value-add opportunity with good potential
601,141000.0,50.2,30,10,9.6,1128.0,HOLD,Monitor for better entry point
602,220000.0,54.2,0,0,9.6,1760.0,HOLD,Monitor for better entry point
603,151000.0,61.7,15,30,9.6,1208.0,CONSIDER,Value-add opportunity with good potential
604,221000.0,66.2,0,30,9.6,1768.0,CONSIDER,Value-add opportunity with good potential
605,205000.0,59.2,0,10,9.6,1640.0,HOLD,Monitor for better entry point
606,152000.0,54.2,0,0,9.6,1216.0,HOLD,Monitor for better entry point
607,225000.0,69.2,0,30,9.6,1800.0,CONSIDER,Value-add opportunity with good potential
608,359100.0,50.2,30,10,9.600000000000001,2872.8,HOLD,Monitor for better entry point
609,118500.0,58.2,0,10,9.6,948.0,HOLD,Monitor for better entry point
610,313000.0,54.2,0,0,9.6,2504.0,HOLD,Monitor for better entry point
611,148000.0,55.2,0,0,9.6,1184.0,HOLD,Monitor for better entry point
612,261500.0,66.2,0,30,9.6,2092.0,CONSIDER,Value-add opportunity with good potential
613,147000.0,66.2,0,30,9.6,1176.0,CONSIDER,Value-add opportunity with good potential
614,75500.0,50.7,15,0,9.6,604.0,HOLD,Monitor for better entry point
615,137500.0,68.2,0,30,9.6,1100.0,CONSIDER,Value-add opportunity with good potential
616,183200.0,66.2,0,30,9.6,1465.6000000000001,CONSIDER,Value-add opportunity with good potential
617,105500.0,59.2,0,10,9.6,844.0,HOLD,Monitor for better entry point
618,314813.0,66.2,0,30,9.6,2518.504,CONSIDER,Value-add opportunity with good potential
619,305000.0,66.2,0,30,9.6,2440.0,CONSIDER,Value-add opportunity with good potential
620,67000.0,39.7,55,10,9.6,536.0,AVOID,High risk or poor return potential
621,240000.0,64.2,0,20,9.6,1920.0,CONSIDER,Value-add opportunity with good potential
622,135000.0,55.2,0,0,9.6,1080.0,HOLD,Monitor for better entry point
623,168500.0,49.7,15,0,9.6,1348.0,AVOID,High risk or poor return potential
624,165150.0,54.2,0,0,9.6,1321.2,HOLD,Monitor for better entry point
625,160000.0,59.2,0,10,9.6,1280.0,HOLD,Monitor for better entry point
626,139900.0,58.2,0,10,9.600000000000001,1119.2,HOLD,Monitor for better entry point
627,153000.0,59.2,0,10,9.6,1224.0,HOLD,Monitor for better entry point
628,135000.0,58.2,0,10,9.6,1080.0,HOLD,Monitor for better entry point
629,168500.0,58.2,0,10,9.6,1348.0,HOLD,Monitor for better entry point
630,124000.0,50.2,30,10,9.6,992.0,HOLD,Monitor for better entry point
631,209500.0,61.7,15,30,9.6,1676.0,CONSIDER,Value-add opportunity with good potential
632,82500.0,54.2,0,0,9.6,660.0,HOLD,Monitor for better entry point
633,139400.0,68.2,0,30,9.600000000000001,1115.2,CONSIDER,Value-add opportunity with good potential
634,144000.0,54.2,0,0,9.6,1152.0,HOLD,Monitor for better entry point
635,200000.0,59.2,30,30,9.6,1600.0,HOLD,Monitor for better entry point
636,60000.0,39.7,55,10,9.6,480.0,AVOID,High risk or poor return potential
637,93000.0,57.2,0,10,9.6,744.0,HOLD,Monitor for better entry point
638,85000.0,59.2,30,30,9.6,680.0,HOLD,Monitor for better entry point
639,264561.0,61.7,15,30,9.6,2116.488,CONSIDER,Value-add opportunity with good potential
640,274000.0,66.2,0,30,9.6,2192.0,CONSIDER,Value-add opportunity with good potential
641,226000.0,66.2,0,30,9.6,1808.0,CONSIDER,Value-add opportunity with good potential
642,345000.0,64.2,0,20,9.6,2760.0,CONSIDER,Value-add opportunity with good potential
643,152000.0,58.2,0,10,9.6,1216.0,HOLD,Monitor for better entry point
644,370878.0,66.2,0,30,9.6,2967.024,CONSIDER,Value-add opportunity with good potential
645,143250.0,54.2,0,0,9.6,1146.0,HOLD,Monitor for better entry point
646,98300.0,58.2,0,10,9.6,786.4,HOLD,Monitor for better entry point
647,155000.0,58.2,0,10,9.6,1240.0,HOLD,Monitor for better entry point
648,155000.0,58.2,0,10,9.6,1240.0,HOLD,Monitor for better entry point
649,84500.0,50.7,15,0,9.6,676.0,HOLD,Monitor for better entry point
650,205950.0,67.2,0,30,9.6,1647.6000000000001,CONSIDER,Value-add opportunity with good potential
651,108000.0,58.2,0,10,9.6,864.0,HOLD,Monitor for better entry point
652,191000.0,54.2,0,0,9.6,1528.0,HOLD,Monitor for better entry point
653,135000.0,59.2,30,30,9.6,1080.0,HOLD,Monitor for better entry point
654,350000.0,55.2,0,0,9.6,2800.0,HOLD,Monitor for better entry point
655,88000.0,49.7,15,0,9.6,704.0,AVOID,High risk or poor return potential
656,145500.0,68.2,0,30,9.6,1164.0,CONSIDER,Value-add opportunity with good potential
657,149000.0,50.2,30,10,9.6,1192.0,HOLD,Monitor for better entry point
658,97500.0,58.2,0,10,9.6,780.0,HOLD,Monitor for better entry point
659,167000.0,68.2,0,30,9.6,1336.0,CONSIDER,Value-add opportunity with good potential
660,197900.0,70.2,0,35,9.6,1583.2,BUY,Solid investment with good risk-adjusted returns
661,402000.0,70.2,0,35,9.6,3216.0,BUY,Solid investment with good risk-adjusted returns
662,110000.0,48.7,25,10,9.6,880.0,AVOID,High risk or poor return potential
663,137500.0,54.2,0,0,9.6,1100.0,HOLD,Monitor for better entry point
664,423000.0,72.2,0,45,9.6,3384.0,BUY,Solid investment with good risk-adjusted returns
665,230500.0,54.2,0,0,9.6,1844.0,HOLD,Monitor for better entry point
666,129000.0,58.2,0,10,9.6,1032.0,HOLD,Monitor for better entry point
667,193500.0,54.2,0,0,9.6,1548.0,HOLD,Monitor for better entry point
668,168000.0,59.2,0,10,9.6,1344.0,HOLD,Monitor for better entry point
669,137500.0,49.2,30,10,9.6,1100.0,AVOID,High risk or poor return potential
670,173500.0,66.2,0,30,9.6,1388.0,CONSIDER,Value-add opportunity with good potential
671,103600.0,50.2,30,10,9.6,828.8000000000001,HOLD,Monitor for better entry point
672,165000.0,55.2,0,0,9.6,1320.0,HOLD,Monitor for better entry point
