MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice,TotalBsmtSF_bin,YearBuilt_bin,YearRemodAdd_bin,LotArea_bin,BsmtFinSF2_bin,Decade,PropertyAge,AgeGroup,LogSalePrice,IsRenovated,IsCulDeSac
60,RL,16259,Corner,1Fam,5,2006,2006,VinylSd,0.0,1249.0,342643.0,High,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.74444728628135,0,0
60,RL,12099,Inside,1Fam,5,2004,2004,VinylSd,0.0,1136.0,354000.0,High,Very High,High,High,Very Low,2000,16,Recent (10-20),12.777055016970678,0,0
60,RL,10380,Inside,1Fam,5,1986,1987,Plywood,1474.0,1502.0,301000.0,Very High,High,Medium,High,Very Low,1980,34,Established (20-50),12.614868865984631,1,0
20,RM,5820,Inside,1Fam,8,1955,2005,VinylSd,0.0,1162.0,126175.0,High,Low,High,Very Low,Very Low,1950,65,Mature (50-100),11.745433036677353,1,0
80,RL,11275,Corner,1Fam,7,1967,2007,Wd Sdng,0.0,710.0,242000.0,Very Low,Medium,Very High,High,Very Low,1960,53,Mature (50-100),12.396697137361691,1,0
45,RM,5000,Inside,1Fam,6,1941,1950,MetalSd,0.0,720.0,87000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1940,79,Mature (50-100),11.373674891823535,1,0
120,RL,10846,CulDSac,TwnhsE,5,1993,1993,BrkFace,0.0,1719.0,324000.0,Very High,High,Medium,High,Very Low,1990,27,Established (20-50),12.688501881189456,0,1
20,RL,11600,Inside,1Fam,5,1960,1960,Wd Sdng,0.0,1383.0,145250.0,High,Low,Very Low,High,Very Low,1960,60,Mature (50-100),11.886218559372042,0,0
75,RL,11888,Inside,1Fam,6,1916,1994,Wd Sdng,0.0,844.0,214500.0,Low,Very Low,Medium,High,Very Low,1910,104,Historic (100+),12.276069679344003,1,0
70,RM,6402,Corner,1Fam,5,1920,1950,Wd Sdng,0.0,596.0,78000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1920,100,Mature (50-100),11.264476926102367,1,0
90,RL,10624,Inside,Duplex,4,1964,1964,HdBoard,264.0,1728.0,119000.0,Very High,Low,Low,High,Very Low,1960,56,Mature (50-100),11.686887175419702,0,0
20,RL,8176,Inside,1Fam,6,1958,1992,Wd Sdng,0.0,1056.0,139000.0,Medium,Low,Medium,Low,Very Low,1950,62,Mature (50-100),11.842236406331555,1,0
20,RL,10655,Inside,1Fam,5,2003,2004,VinylSd,479.0,3206.0,284000.0,Very High,High,High,High,Very Low,2000,17,Recent (10-20),12.556733038263905,1,0
120,RM,8198,FR3,TwnhsE,5,2004,2004,VinylSd,0.0,1358.0,207000.0,High,Very High,High,Low,Very Low,2000,16,Recent (10-20),12.240478903153711,0,0
60,RL,9042,Inside,1Fam,5,1998,1998,VinylSd,0.0,943.0,192000.0,Medium,High,Medium,Medium,Very Low,1990,22,Established (20-50),12.165255859329688,0,0
190,RL,164660,Corner,2fmCon,6,1965,1965,Plywood,147.0,1499.0,228950.0,Very High,Low,Low,Very High,Very Low,1960,55,Mature (50-100),12.34126328584159,0,0
20,RL,14157,Corner,1Fam,5,2005,2006,VinylSd,0.0,1922.0,377426.0,Very High,Very High,Very High,Very High,Very Low,2000,15,Recent (10-20),12.841132451487937,1,0
20,RL,9135,Inside,1Fam,5,2002,2003,VinylSd,0.0,1536.0,214000.0,Very High,High,High,Medium,Very Low,2000,18,Recent (10-20),12.273735966890268,1,0
20,RL,14145,Corner,1Fam,7,1984,1998,Wd Sdng,0.0,1208.0,202500.0,High,Medium,Medium,Very High,Very Low,1980,36,Established (20-50),12.218500103788143,1,0
20,RL,12400,Inside,1Fam,7,1958,1998,Wd Sdng,0.0,1215.0,155000.0,High,Low,Medium,Very High,Very Low,1950,62,Mature (50-100),11.951186847493476,1,0
60,RL,14191,Inside,1Fam,5,2002,2002,VinylSd,0.0,967.0,202900.0,Medium,High,High,Very High,Very Low,2000,18,Recent (10-20),12.220473454337986,0,0
20,RH,8400,Inside,1Fam,4,1950,1950,Wd Sdng,0.0,721.0,82000.0,Very Low,Low,Very Low,Low,Very Low,1950,70,Mature (50-100),11.314486721293981,0,0
90,RL,8544,Inside,Duplex,4,1949,1950,Stucco,0.0,0.0,87500.0,Very Low,Low,Very Low,Low,Very Low,1940,71,Mature (50-100),11.37940550085183,1,0
120,RL,8849,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,1684.0,266000.0,Very High,Very High,High,Medium,Very Low,2000,15,Recent (10-20),12.491255347155265,0,0
160,RM,2592,Inside,TwnhsE,3,1976,1976,CemntBd,232.0,536.0,85000.0,Very Low,Medium,Low,Very Low,Very Low,1970,44,Established (20-50),11.350418300109132,0,0
50,RL,6435,Inside,1Fam,5,1939,1950,MetalSd,0.0,972.0,140200.0,Medium,Very Low,Very Low,Very Low,Very Low,1930,81,Mature (50-100),11.850832386224807,1,0
20,RL,12772,CulDSac,1Fam,8,1960,1998,MetalSd,0.0,958.0,151500.0,Medium,Low,Medium,Very High,Very Low,1960,60,Mature (50-100),11.928347504569842,1,1
20,RL,17600,Inside,1Fam,5,1960,1960,Wd Sdng,0.0,1478.0,157500.0,Very High,Low,Very Low,Very High,Very Low,1960,60,Mature (50-100),11.967187086434018,0,0
160,RL,2448,Inside,Twnhs,5,2003,2004,VinylSd,0.0,764.0,154000.0,Low,High,High,Very Low,Very Low,2000,17,Recent (10-20),11.944714374881176,1,0
60,RL,20431,Inside,1Fam,5,2005,2006,CemntBd,0.0,1848.0,437154.0,Very High,Very High,Very High,Very High,Very Low,2000,15,Recent (10-20),12.988043102265232,1,0
120,RL,7820,Inside,TwnhsE,5,2007,2007,MetalSd,0.0,1869.0,318061.0,Very High,Very High,Very High,Low,Very Low,2000,13,Recent (10-20),12.670001611311875,0,0
120,RL,5271,Inside,1Fam,5,1986,1986,Wd Sdng,0.0,1453.0,190000.0,Very High,High,Medium,Very Low,Very Low,1980,34,Established (20-50),12.154784614286667,0,0
50,RL,9084,Inside,1Fam,6,1941,1950,VinylSd,380.0,616.0,95000.0,Very Low,Very Low,Very Low,Medium,Very Low,1940,79,Mature (50-100),11.461642696843066,1,0
30,RM,8520,Inside,1Fam,8,1928,2003,VinylSd,0.0,624.0,105900.0,Very Low,Very Low,High,Low,Very Low,1920,92,Mature (50-100),11.570259974415547,1,0
50,RL,8400,Inside,1Fam,5,1940,2000,Wd Sdng,0.0,940.0,140000.0,Medium,Very Low,High,Low,Very Low,1940,80,Mature (50-100),11.849404844423074,1,0
20,RL,11249,Inside,1Fam,5,1995,1995,VinylSd,544.0,1200.0,177500.0,High,High,Medium,High,Very Low,1990,25,Established (20-50),12.086731521684555,0,0
20,RL,9248,Inside,1Fam,6,1992,1992,HdBoard,0.0,1158.0,173000.0,High,High,Medium,Medium,Very Low,1990,28,Established (20-50),12.06105265381003,0,0
120,RM,4224,Inside,TwnhsE,5,1976,1976,CemntBd,0.0,1142.0,134000.0,High,Medium,Low,Very Low,Very Low,1970,44,Established (20-50),11.80560254159177,0,0
80,RL,6930,Inside,1Fam,4,1958,1958,Wd Sdng,294.0,1062.0,130000.0,Medium,Low,Very Low,Very Low,Very Low,1950,62,Mature (50-100),11.775297421715827,0,0
60,RL,12011,CulDSac,1Fam,5,1998,1998,VinylSd,0.0,1086.0,280000.0,Medium,High,Medium,High,Very Low,1990,22,Established (20-50),12.54254845357358,0,1
85,RL,7540,CulDSac,1Fam,6,1978,1978,VinylSd,0.0,888.0,156000.0,Low,Medium,Low,Low,Very Low,1970,42,Established (20-50),11.957617696467539,0,1
50,RL,9144,Inside,1Fam,5,1940,1982,MetalSd,0.0,883.0,145000.0,Low,Very Low,Medium,Medium,Very Low,1940,80,Mature (50-100),11.884495917930655,1,0
85,RL,7301,Corner,1Fam,5,2003,2003,HdBoard,0.0,0.0,198500.0,Very Low,High,High,Low,Very Low,2000,17,Recent (10-20),12.198549416880068,0,0
160,RM,1680,Inside,Twnhs,8,1972,2007,HdBoard,0.0,483.0,118000.0,Very Low,Medium,Very High,Very Low,Very Low,1970,48,Established (20-50),11.678448377988165,1,0
60,RL,18800,FR2,1Fam,5,1976,1976,HdBoard,0.0,796.0,190000.0,Low,Medium,Low,Very High,Very Low,1970,44,Established (20-50),12.154784614286667,0,0
70,RM,10690,Inside,1Fam,7,1920,1997,VinylSd,0.0,672.0,147000.0,Very Low,Very Low,Medium,High,Very Low,1920,100,Mature (50-100),11.898194668458823,1,0
20,RL,9500,Inside,1Fam,5,1963,1963,Plywood,0.0,1394.0,159000.0,Very High,Low,Low,Medium,Very Low,1960,57,Mature (50-100),11.976665770490767,0,0
80,RL,9150,Corner,1Fam,5,1962,1962,Plywood,0.0,1099.0,165000.0,High,Low,Low,Medium,Very Low,1960,58,Mature (50-100),12.013706813470414,0,0
20,RL,7800,Inside,1Fam,6,1954,1954,HdBoard,0.0,1268.0,132000.0,High,Low,Very Low,Low,Very Low,1950,66,Mature (50-100),11.790564777297387,0,0
20,RL,9830,Corner,1Fam,7,1959,2006,Wd Sdng,258.0,1063.0,162000.0,Medium,Low,Very High,Medium,Very Low,1950,61,Mature (50-100),11.995357787034976,1,0
60,RL,8121,Inside,1Fam,5,2000,2000,VinylSd,0.0,953.0,172400.0,Medium,High,High,Low,Very Low,2000,20,Recent (10-20),12.057578437658945,0,0
50,RL,17120,Inside,1Fam,4,1959,1959,WdShing,0.0,0.0,134432.0,Very Low,Low,Very Low,Very High,Very Low,1950,61,Mature (50-100),11.808821212646512,0,0
120,RL,7175,Inside,TwnhsE,5,1984,1984,Plywood,121.0,744.0,125000.0,Very Low,Medium,Medium,Low,Very Low,1980,36,Established (20-50),11.736077016252437,0,0
20,RL,10634,Inside,1Fam,6,1953,1953,MetalSd,180.0,608.0,123000.0,Very Low,Low,Very Low,High,Very Low,1950,67,Mature (50-100),11.719947764402807,0,0
60,RL,8200,Inside,1Fam,5,2003,2004,VinylSd,0.0,847.0,219500.0,Low,High,High,Low,Very Low,2000,17,Recent (10-20),12.299112067295642,1,0
30,RL,10020,Inside,1Fam,1,1922,1950,Wd Sdng,0.0,683.0,61000.0,Very Low,Very Low,Very Low,Medium,Very Low,1920,98,Mature (50-100),11.0186455364637,1,0
85,RL,8846,CulDSac,1Fam,5,1996,1996,VinylSd,0.0,870.0,148000.0,Low,High,Medium,Medium,Very Low,1990,24,Established (20-50),11.904974309480183,0,1
60,FV,11143,Corner,1Fam,5,2004,2005,CemntBd,0.0,1580.0,340000.0,Very High,Very High,High,High,Very Low,2000,16,Recent (10-20),12.73670383776449,1,0
20,RL,11394,Corner,1Fam,2,2010,2010,VinylSd,0.0,1856.0,394432.0,Very High,Very High,Very High,High,Very Low,2010,10,New (0-10),12.885204569609956,0,0
60,RL,8123,Inside,1Fam,5,2000,2000,VinylSd,0.0,982.0,179000.0,Medium,High,High,Low,Very Low,2000,20,Recent (10-20),12.095146671399466,0,0
50,RL,5000,Inside,1Fam,6,1924,1950,BrkFace,0.0,1026.0,127000.0,Medium,Very Low,Very Low,Very Low,Very Low,1920,96,Mature (50-100),11.751950239425476,1,0
20,FV,7200,Inside,1Fam,5,2006,2006,VinylSd,0.0,1293.0,187750.0,High,Very High,Very High,Low,Very Low,2000,14,Recent (10-20),12.142871895843887,0,0
60,RL,9245,Inside,1Fam,5,2006,2006,VinylSd,0.0,939.0,213500.0,Medium,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.271396795480596,0,0
45,RH,9000,Corner,1Fam,3,1928,1950,Wd Sdng,0.0,784.0,76000.0,Low,Very Low,Very Low,Medium,Very Low,1920,92,Mature (50-100),11.23850177707664,1,0
60,RL,53107,Corner,1Fam,5,1992,1992,HdBoard,0.0,1580.0,240000.0,Very High,High,Medium,Very High,Very Low,1990,28,Established (20-50),12.388398368982115,0,0
120,RL,3182,Inside,TwnhsE,5,2004,2005,VinylSd,0.0,1256.0,192000.0,High,Very High,High,Very Low,Very Low,2000,16,Recent (10-20),12.165255859329688,1,0
50,RL,8410,FR2,1Fam,3,1910,1996,Wd Sdng,0.0,658.0,81000.0,Very Low,Very Low,Medium,Low,Very Low,1910,110,Historic (100+),11.302216779257382,1,0
80,RL,7200,Inside,1Fam,6,1976,1976,MetalSd,0.0,1041.0,125000.0,Medium,Medium,Low,Low,Very Low,1970,44,Established (20-50),11.736077016252437,0,0
20,RL,9382,CulDSac,1Fam,5,1999,2000,VinylSd,0.0,1468.0,191000.0,Very High,High,High,Medium,Very Low,1990,21,Established (20-50),12.160033942617156,1,1
60,RL,12474,Inside,1Fam,5,2007,2008,VinylSd,0.0,1682.0,426000.0,Very High,Very High,Very High,Very High,Very Low,2000,13,Recent (10-20),12.962196972666593,1,0
50,RL,8405,Inside,1Fam,8,1900,1950,MetalSd,391.0,861.0,119000.0,Low,Very Low,Very Low,Low,Very Low,1900,120,Historic (100+),11.686887175419702,1,0
60,RL,12209,CulDSac,1Fam,5,2001,2002,VinylSd,0.0,804.0,215000.0,Low,High,High,Very High,Very Low,2000,19,Recent (10-20),12.278397958261774,1,1
20,RL,8339,Inside,1Fam,7,1959,1959,MetalSd,0.0,0.0,106500.0,Very Low,Low,Very Low,Low,Very Low,1950,61,Mature (50-100),11.575909653758895,0,0
30,RL,7446,Corner,1Fam,5,1941,1950,WdShing,0.0,788.0,100000.0,Low,Very Low,Very Low,Low,Very Low,1940,79,Mature (50-100),11.51293546492023,1,0
50,RL,10134,Inside,1Fam,6,1940,1950,MetalSd,0.0,735.0,109000.0,Very Low,Very Low,Very Low,Medium,Very Low,1940,80,Mature (50-100),11.599112335481124,1,0
20,RL,9571,Inside,1Fam,6,1956,1956,Wd Sdng,0.0,1144.0,129000.0,High,Low,Very Low,Medium,Very Low,1950,64,Mature (50-100),11.767575435251748,0,0
20,RL,7200,Inside,1Fam,5,1972,1972,MetalSd,0.0,894.0,123000.0,Low,Medium,Low,Low,Very Low,1970,48,Established (20-50),11.719947764402807,0,0
60,RL,7590,Inside,1Fam,5,1962,1962,VinylSd,0.0,864.0,169500.0,Low,Low,Low,Low,Very Low,1960,58,Mature (50-100),12.040614105490253,0,0
30,RM,8967,Corner,1Fam,2,1920,1950,MetalSd,0.0,961.0,67000.0,Medium,Very Low,Very Low,Medium,Very Low,1920,100,Mature (50-100),11.112462823634855,1,0
60,FV,8125,Inside,1Fam,5,2006,2007,CemntBd,0.0,1092.0,241000.0,High,Very High,Very High,Low,Very Low,2000,14,Recent (10-20),12.392556361841777,1,0
120,RL,14963,Inside,TwnhsE,5,1996,1996,BrkFace,0.0,1260.0,245500.0,High,High,Medium,Very High,Very Low,1990,24,Established (20-50),12.411056299528171,0,0
20,RL,8767,Inside,1Fam,5,2005,2005,VinylSd,0.0,1310.0,164990.0,High,Very High,High,Low,Very Low,2000,15,Recent (10-20),12.013646205940514,0,0
30,RL,10200,Inside,1Fam,8,1940,1997,Wd Sdng,0.0,672.0,108000.0,Very Low,Very Low,Medium,High,Very Low,1940,80,Mature (50-100),11.58989576532275,1,0
60,RL,12090,Corner,1Fam,5,1998,1998,VinylSd,0.0,1141.0,258000.0,High,High,Medium,High,Very Low,1990,22,Established (20-50),12.460718739865236,0,0
60,RL,10364,Inside,1Fam,5,1995,1996,MetalSd,0.0,806.0,168000.0,Low,High,Medium,High,Very Low,1990,25,Established (20-50),12.031725210748633,1,0
20,RL,9991,Corner,1Fam,4,1976,1993,Plywood,0.0,1281.0,150000.0,High,Medium,Medium,Medium,Very Low,1970,44,Established (20-50),11.918397239722838,1,0
50,RL,10480,Inside,1Fam,5,1936,1950,MetalSd,0.0,1064.0,115000.0,Medium,Very Low,Very Low,High,Very Low,1930,84,Mature (50-100),11.652696102959753,1,0
70,RL,15576,Inside,1Fam,7,1915,1976,Wd Sdng,0.0,840.0,177000.0,Low,Very Low,Low,Very High,Very Low,1910,105,Historic (100+),12.083910661257521,1,0
60,RL,14154,Corner,1Fam,5,2006,2006,VinylSd,0.0,1063.0,280000.0,Medium,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.54254845357358,0,0
60,FV,10800,Inside,1Fam,5,2007,2008,VinylSd,0.0,1034.0,339750.0,Medium,Very High,Very High,High,Very Low,2000,13,Recent (10-20),12.73596827534975,1,0
20,RL,9571,Inside,1Fam,3,1958,1958,BrkComm,0.0,1276.0,60000.0,High,Low,Very Low,Medium,Very Low,1950,62,Mature (50-100),11.002116507732017,0,0
190,RL,34650,Inside,2fmCon,5,1955,1955,Wd Sdng,0.0,1056.0,145000.0,Medium,Low,Very Low,Very High,Very Low,1950,65,Mature (50-100),11.884495917930655,0,0
20,FV,4403,Inside,1Fam,5,2009,2009,MetalSd,0.0,1470.0,222000.0,Very High,Very High,Very High,Very Low,Very Low,2000,11,Recent (10-20),12.310437165348775,0,0
30,RM,8960,Inside,1Fam,6,1927,1950,WdShing,0.0,1008.0,115000.0,Medium,Very Low,Very Low,Medium,Very Low,1920,93,Mature (50-100),11.652696102959753,1,0
60,RL,11228,CulDSac,1Fam,5,1993,1993,VinylSd,531.0,1080.0,228000.0,Medium,High,Medium,High,Very Low,1990,27,Established (20-50),12.337105293891872,0,1
20,RL,8899,Inside,1Fam,5,2007,2007,VinylSd,0.0,1340.0,181134.0,High,Very High,Very High,Medium,Very Low,2000,13,Recent (10-20),12.106997888588934,0,0
60,RL,7844,Inside,1Fam,7,1978,1978,HdBoard,0.0,672.0,149500.0,Very Low,Medium,Low,Low,Very Low,1970,42,Established (20-50),11.915058360753719,0,0
70,RL,22420,Inside,1Fam,6,1918,1950,Wd Sdng,0.0,1370.0,239000.0,High,Very Low,Very Low,Very High,Very Low,1910,102,Historic (100+),12.384223015005313,1,0
50,RL,8160,Inside,1Fam,6,1940,1950,MetalSd,0.0,756.0,126000.0,Low,Very Low,Very Low,Low,Very Low,1940,80,Mature (50-100),11.744045122410057,1,0
20,RL,8450,Inside,1Fam,6,1968,1968,VinylSd,0.0,1056.0,142000.0,Medium,Medium,Low,Low,Very Low,1960,52,Mature (50-100),11.863589378812122,0,0
90,RM,7060,Inside,Duplex,5,1997,1998,VinylSd,0.0,1344.0,206300.0,High,High,Medium,Very Low,Very Low,1990,23,Established (20-50),12.237091546357338,1,0
20,RL,16635,FR2,1Fam,7,1977,2000,CemntBd,0.0,1602.0,215000.0,Very High,Medium,High,Very High,Very Low,1970,43,Established (20-50),12.278397958261774,1,0
20,RL,21750,Inside,1Fam,5,1954,1954,HdBoard,0.0,988.0,113000.0,Medium,Low,Very Low,Very High,Very Low,1950,66,Mature (50-100),11.635151947212842,0,0
60,RL,9200,Inside,1Fam,5,1998,1998,VinylSd,0.0,1470.0,315000.0,Very High,High,Medium,Medium,Very Low,1990,22,Established (20-50),12.660331092405906,0,0
20,RL,9000,Inside,1Fam,5,1956,1956,Wd Sdng,0.0,1196.0,139000.0,High,Low,Very Low,Medium,Very Low,1950,64,Mature (50-100),11.842236406331555,0,0
60,RM,3378,Inside,1Fam,8,1946,1992,HdBoard,0.0,651.0,135000.0,Very Low,Very Low,Medium,Very Low,Very Low,1940,74,Mature (50-100),11.813037464800539,1,0
80,RL,12800,Inside,1Fam,5,1989,1989,Wd Sdng,0.0,1518.0,275000.0,Very High,High,Medium,Very High,Very Low,1980,31,Established (20-50),12.524530013005734,0,0
20,RL,8593,Inside,1Fam,6,1957,1957,MetalSd,0.0,907.0,109008.0,Low,Low,Very Low,Low,Very Low,1950,63,Mature (50-100),11.599185726610004,0,0
20,RL,6762,Inside,1Fam,5,2007,2007,VinylSd,0.0,1208.0,195400.0,High,Very High,Very High,Very Low,Very Low,2000,13,Recent (10-20),12.182809136284991,0,0
20,RL,11457,Corner,1Fam,5,1988,1988,HdBoard,0.0,1392.0,175000.0,Very High,High,Medium,High,Very Low,1980,32,Established (20-50),12.07254696717504,0,0
160,RM,1680,Inside,Twnhs,5,1971,1971,HdBoard,0.0,483.0,85400.0,Very Low,Medium,Low,Very Low,Very Low,1970,49,Established (20-50),11.355113089309977,0,0
50,RM,5586,Inside,1Fam,7,1920,1998,MetalSd,0.0,901.0,79900.0,Low,Very Low,Medium,Very Low,Very Low,1920,100,Mature (50-100),11.288543647320601,1,0
160,RM,1920,Inside,TwnhsE,5,1971,1971,HdBoard,0.0,765.0,122500.0,Low,Medium,Low,Very Low,Very Low,1970,49,Established (20-50),11.715874472198905,0,0
60,RL,10839,Corner,1Fam,5,1997,1998,VinylSd,0.0,926.0,181000.0,Medium,High,Medium,High,Very Low,1990,23,Established (20-50),12.10625783509458,1,0
180,RM,1890,Inside,Twnhs,7,1972,1972,CemntBd,0.0,630.0,81000.0,Very Low,Medium,Low,Very Low,Very Low,1970,48,Established (20-50),11.302216779257382,0,0
60,RL,10667,CulDSac,1Fam,6,1996,1996,VinylSd,344.0,799.0,212000.0,Low,High,Medium,High,Very Low,1990,24,Established (20-50),12.264346270624157,0,1
50,RM,4400,Inside,1Fam,8,1920,1950,Stucco,0.0,648.0,116000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1920,100,Mature (50-100),11.661354090741,1,0
45,RM,6000,Inside,1Fam,7,1926,2004,Wd Sdng,0.0,884.0,119000.0,Low,Very Low,High,Very Low,Very Low,1920,94,Mature (50-100),11.686887175419702,1,0
30,RL,4280,Inside,1Fam,6,1913,2002,WdShing,0.0,440.0,90350.0,Very Low,Very Low,High,Very Low,Very Low,1910,107,Historic (100+),11.411457364027745,1,0
50,RL,12354,Corner,1Fam,8,1920,2000,Wd Sdng,0.0,684.0,110000.0,Very Low,Very Low,High,Very High,Very Low,1920,100,Mature (50-100),11.608244735642321,1,0
20,RL,15431,Inside,1Fam,5,2008,2008,VinylSd,539.0,3094.0,555000.0,Very High,Very High,Very High,Very High,Very Low,2000,12,Recent (10-20),13.22672519452875,0,0
90,RL,12108,Inside,Duplex,4,1955,1955,VinylSd,0.0,1440.0,118000.0,Very High,Low,Very Low,High,Very Low,1950,65,Mature (50-100),11.678448377988165,0,0
50,RM,6240,Inside,1Fam,7,1930,1992,MetalSd,0.0,1078.0,162900.0,Medium,Very Low,Medium,Very Low,Very Low,1930,90,Mature (50-100),12.000897933306716,1,0
120,RL,3922,Inside,TwnhsE,5,2006,2007,WdShing,0.0,1258.0,172500.0,High,Very High,Very High,Very Low,Very Low,2000,14,Recent (10-20),12.058158312538197,1,0
60,RL,8750,Inside,1Fam,5,1994,1995,VinylSd,0.0,915.0,210000.0,Medium,High,Medium,Low,Very Low,1990,26,Established (20-50),12.25486757159303,1,0
20,RL,9855,Corner,1Fam,5,1956,1956,Wd Sdng,0.0,1436.0,127500.0,Very High,Low,Very Low,Medium,Very Low,1950,64,Mature (50-100),11.755879486687116,0,0
20,RL,16492,Corner,1Fam,6,1966,2002,BrkFace,713.0,1517.0,190000.0,Very High,Medium,High,Very High,Very Low,1960,54,Mature (50-100),12.154784614286667,1,0
60,RL,11214,Corner,1Fam,5,1998,1999,VinylSd,0.0,930.0,199900.0,Medium,High,High,High,Very Low,1990,22,Established (20-50),12.20557752297723,1,0
50,RM,8600,Inside,1Fam,6,1937,1950,MetalSd,0.0,780.0,119500.0,Low,Very Low,Very Low,Low,Very Low,1930,83,Mature (50-100),11.691080018519527,1,0
50,RM,6000,Inside,1Fam,7,1948,2002,MetalSd,0.0,649.0,120000.0,Very Low,Low,High,Very Low,Very Low,1940,72,Mature (50-100),11.695255355062795,1,0
30,RM,5684,Inside,1Fam,8,1930,2005,Wd Sdng,0.0,813.0,110000.0,Low,Very Low,High,Very Low,Very Low,1930,90,Mature (50-100),11.608244735642321,1,0
20,RL,70761,Inside,1Fam,5,1975,1975,Plywood,0.0,1533.0,280000.0,Very High,Medium,Low,Very High,Very Low,1970,45,Established (20-50),12.54254845357358,0,0
60,RL,9303,Corner,1Fam,5,1996,1997,VinylSd,0.0,872.0,204000.0,Low,High,Medium,Medium,Very Low,1990,24,Established (20-50),12.225880174775122,1,0
60,FV,9000,Inside,1Fam,5,2008,2008,VinylSd,0.0,768.0,210000.0,Low,Very High,Very High,Medium,Very Low,2000,12,Recent (10-20),12.25486757159303,0,0
90,RL,9297,Inside,Duplex,5,1976,1976,Plywood,0.0,1728.0,188000.0,Very High,Medium,Low,Medium,Very Low,1970,44,Established (20-50),12.144202560946876,0,0
20,RL,9600,Inside,1Fam,6,1973,1973,HdBoard,0.0,1242.0,175500.0,High,Medium,Low,Medium,Very Low,1970,47,Established (20-50),12.075400019877522,0,0
70,RM,4571,Inside,1Fam,5,1916,1950,AsbShng,0.0,624.0,98000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1910,104,Historic (100+),11.49273296168228,1,0
20,RL,53227,CulDSac,1Fam,6,1954,1994,Plywood,0.0,1364.0,256000.0,High,Low,Medium,Very High,Very Low,1950,66,Mature (50-100),12.45293662970407,1,1
70,RM,5100,Inside,1Fam,7,1925,1996,Stucco,0.0,588.0,161000.0,Very Low,Very Low,Medium,Very Low,Very Low,1920,95,Mature (50-100),11.989165855127435,1,0
50,RL,7015,Corner,1Fam,4,1950,1950,MetalSd,0.0,709.0,110000.0,Very Low,Low,Very Low,Very Low,Very Low,1950,70,Mature (50-100),11.608244735642321,0,0
60,FV,8004,Inside,1Fam,5,2009,2009,VinylSd,0.0,832.0,263435.0,Low,Very High,Very High,Low,Very Low,2000,11,Recent (10-20),12.481565733211923,0,0
70,RL,7200,Inside,1Fam,9,1936,2007,Wd Sdng,210.0,560.0,155000.0,Very Low,Very Low,Very High,Low,Very Low,1930,84,Mature (50-100),11.951186847493476,1,0
20,RL,8281,Inside,1Fam,5,1965,1965,MetalSd,311.0,864.0,62383.0,Low,Low,Low,Low,Very Low,1960,55,Mature (50-100),11.04106411122238,0,0
70,RL,11988,Inside,1Fam,7,1934,1995,Stucco,0.0,715.0,188700.0,Very Low,Very Low,Medium,High,Very Low,1930,86,Mature (50-100),12.147919030759663,1,0
20,RL,8430,Inside,1Fam,5,1978,1978,HdBoard,0.0,1040.0,124000.0,Medium,Medium,Low,Low,Very Low,1970,42,Established (20-50),11.728044909070785,0,0
120,RM,3072,Inside,TwnhsE,5,2004,2004,VinylSd,0.0,1375.0,178740.0,High,Very High,High,Very Low,Very Low,2000,16,Recent (10-20),12.093693109638318,0,0
20,RL,10628,Inside,1Fam,5,1970,1970,Plywood,0.0,1277.0,167000.0,High,Medium,Low,High,Very Low,1970,50,Established (20-50),12.025755079404917,0,0
70,RL,9480,Inside,1Fam,7,1942,1995,MetalSd,0.0,728.0,146500.0,Very Low,Very Low,Medium,Medium,Very Low,1940,78,Mature (50-100),11.89478753335453,1,0
20,RL,11428,Inside,1Fam,5,2006,2006,VinylSd,0.0,1626.0,250000.0,Very High,Very High,Very High,High,Very Low,2000,14,Recent (10-20),12.429220196836383,0,0
60,RL,9291,Corner,1Fam,5,1993,1993,HdBoard,0.0,832.0,187000.0,Low,High,Medium,Medium,Very Low,1990,27,Established (20-50),12.138869243416009,0,0
120,RL,6820,Corner,TwnhsE,5,1985,1985,HdBoard,1120.0,1488.0,212000.0,Very High,High,Medium,Very Low,Very Low,1980,35,Established (20-50),12.264346270624157,0,0
60,RL,11952,Inside,1Fam,6,1977,1977,WdShing,0.0,808.0,190000.0,Low,Medium,Low,High,Very Low,1970,43,Established (20-50),12.154784614286667,0,0
180,RM,3675,Inside,TwnhsE,5,2005,2005,VinylSd,0.0,547.0,148000.0,Very Low,Very High,High,Very Low,Very Low,2000,15,Recent (10-20),11.904974309480183,0,0
20,RL,14977,Inside,1Fam,5,2006,2007,VinylSd,0.0,1976.0,440000.0,Very High,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.994532278619134,1,0
